desired_amount,measured_amount,# of steps,auger_type,powder_type,filter_type
0.353,0.252176732,,8mm_base,mortar_table_salt,EWMA
0.353,0.249295796,,8mm_base,mortar_table_salt,EWMA
0.353,0.256709661,,8mm_base,mortar_table_salt,EWMA
0.353,0.257998971,,8mm_base,mortar_table_salt,EWMA
0.353,0.259556895,,8mm_base,mortar_table_salt,EWMA
0.353,0.257351372,,8mm_base,mortar_table_salt,EWMA
0.353,0.247444069,,8mm_base,mortar_table_salt,EWMA
0.353,0.257360113,,8mm_base,mortar_table_salt,EWMA
0.353,0.253386748,,8mm_base,mortar_table_salt,EWMA
0.353,0.258187722,,8mm_base,mortar_table_salt,EWMA
0.353,0.264606945,,8mm_base,mortar_table_salt,EWMA
0.353,0.252911937,,8mm_base,mortar_table_salt,EWMA
0.353,0.260189814,,8mm_base,mortar_table_salt,EWMA
0.353,0.253652662,,8mm_base,mortar_table_salt,EWMA
0.353,0.265372509,,8mm_base,mortar_table_salt,EWMA
0.353,0.265719948,,8mm_base,mortar_table_salt,EWMA
0.353,0.262131144,,8mm_base,mortar_table_salt,EWMA
0.353,0.265323799,,8mm_base,mortar_table_salt,EWMA
0.353,0.259238823,,8mm_base,mortar_table_salt,EWMA
0.353,0.259047514,,8mm_base,mortar_table_salt,EWMA
0.353,0.268596779,,8mm_base,mortar_table_salt,EWMA
0.353,0.250607898,,8mm_base,mortar_table_salt,EWMA
0.353,0.257711377,,8mm_base,mortar_table_salt,EWMA
0.353,0.262492322,,8mm_base,mortar_table_salt,EWMA
0.353,0.266285971,,8mm_base,mortar_table_salt,EWMA
0.353,0.265980451,,8mm_base,mortar_table_salt,EWMA
0.353,0.266815452,,8mm_base,mortar_table_salt,EWMA
0.353,0.265746826,,8mm_base,mortar_table_salt,EWMA
0.353,0.264738467,,8mm_base,mortar_table_salt,EWMA
0.353,0.263463721,,8mm_base,mortar_table_salt,EWMA
0.353,0.266669605,,8mm_base,mortar_table_salt,EWMA
0.353,0.259034136,,8mm_base,mortar_table_salt,EWMA
0.353,0.260549862,,8mm_base,mortar_table_salt,EWMA
0.353,0.270748954,,8mm_base,mortar_table_salt,EWMA
0.353,0.273047512,,8mm_base,mortar_table_salt,EWMA
0.353,0.263244884,,8mm_base,mortar_table_salt,EWMA
0.353,0.269179907,,8mm_base,mortar_table_salt,EWMA
0.353,0.26920679,,8mm_base,mortar_table_salt,EWMA
0.353,0.265914147,,8mm_base,mortar_table_salt,EWMA
0.353,0.269736341,,8mm_base,mortar_table_salt,EWMA
0.353,0.264045377,,8mm_base,mortar_table_salt,EWMA
0.353,0.257824713,,8mm_base,mortar_table_salt,EWMA
0.353,0.261160818,,8mm_base,mortar_table_salt,EWMA
0.353,0.278204017,,8mm_base,mortar_table_salt,EWMA
0.353,0.272391281,,8mm_base,mortar_table_salt,EWMA
0.353,0.262877294,,8mm_base,mortar_table_salt,EWMA
0.353,0.282416908,,8mm_base,mortar_table_salt,EWMA
0.353,0.270451889,,8mm_base,mortar_table_salt,EWMA
0.353,0.273434565,,8mm_base,mortar_table_salt,EWMA
0.353,0.272593437,,8mm_base,mortar_table_salt,EWMA
0.353,0.272559879,,8mm_base,mortar_table_salt,EWMA
0.353,0.27164928,,8mm_base,mortar_table_salt,EWMA
0.353,0.273057379,,8mm_base,mortar_table_salt,EWMA
0.353,0.267753287,,8mm_base,mortar_table_salt,EWMA
0.353,0.263305619,,8mm_base,mortar_table_salt,EWMA
0.353,0.271487047,,8mm_base,mortar_table_salt,EWMA
0.353,0.264367321,,8mm_base,mortar_table_salt,EWMA
0.353,0.275548686,,8mm_base,mortar_table_salt,EWMA
0.353,0.273011672,,8mm_base,mortar_table_salt,EWMA
0.353,0.270935901,,8mm_base,mortar_table_salt,EWMA
0.353,0.275619607,,8mm_base,mortar_table_salt,EWMA
0.353,0.271430327,,8mm_base,mortar_table_salt,EWMA
0.353,0.27504184,,8mm_base,mortar_table_salt,EWMA
0.353,0.268952567,,8mm_base,mortar_table_salt,EWMA
0.353,0.273259293,,8mm_base,mortar_table_salt,EWMA
0.353,0.267318477,,8mm_base,mortar_table_salt,EWMA
0.353,0.269757519,,8mm_base,mortar_table_salt,EWMA
0.353,0.277160727,,8mm_base,mortar_table_salt,EWMA
0.353,0.275253321,,8mm_base,mortar_table_salt,EWMA
0.353,0.276188648,,8mm_base,mortar_table_salt,EWMA
0.353,0.275822454,,8mm_base,mortar_table_salt,EWMA
0.353,0.280441823,,8mm_base,mortar_table_salt,EWMA
0.353,0.268913061,,8mm_base,mortar_table_salt,EWMA
0.353,0.271681893,,8mm_base,mortar_table_salt,EWMA
0.353,0.271617327,,8mm_base,mortar_table_salt,EWMA
0.353,0.276676004,,8mm_base,mortar_table_salt,EWMA
0.353,0.274874549,,8mm_base,mortar_table_salt,EWMA
0.353,0.270240565,,8mm_base,mortar_table_salt,EWMA
0.353,0.271611075,,8mm_base,mortar_table_salt,EWMA
0.353,0.282056836,,8mm_base,mortar_table_salt,EWMA
0.353,0.276501854,,8mm_base,mortar_table_salt,EWMA
0.353,0.279476297,,8mm_base,mortar_table_salt,EWMA
0.353,0.279065627,,8mm_base,mortar_table_salt,EWMA
0.353,0.278430194,,8mm_base,mortar_table_salt,EWMA
0.353,0.282587322,,8mm_base,mortar_table_salt,EWMA
0.353,0.281544938,,8mm_base,mortar_table_salt,EWMA
0.353,0.271497741,,8mm_base,mortar_table_salt,EWMA
0.353,0.285793528,,8mm_base,mortar_table_salt,EWMA
0.353,0.291605151,,8mm_base,mortar_table_salt,EWMA
0.353,0.283192771,,8mm_base,mortar_table_salt,EWMA
0.353,0.282063549,,8mm_base,mortar_table_salt,EWMA
0.353,0.284695186,,8mm_base,mortar_table_salt,EWMA
0.353,0.285713905,,8mm_base,mortar_table_salt,EWMA
0.353,0.28204392,,8mm_base,mortar_table_salt,EWMA
0.353,0.28526599,,8mm_base,mortar_table_salt,EWMA
0.353,0.282812692,,8mm_base,mortar_table_salt,EWMA
0.353,0.28139769,,8mm_base,mortar_table_salt,EWMA
0.353,0.285599566,,8mm_base,mortar_table_salt,EWMA
0.353,0.286874467,,8mm_base,mortar_table_salt,EWMA
0.353,0.289905866,,8mm_base,mortar_table_salt,EWMA
0.353,0.292567117,,8mm_base,mortar_table_salt,EWMA
0.353,0.286004273,,8mm_base,mortar_table_salt,EWMA
0.353,0.293325347,,8mm_base,mortar_table_salt,EWMA
0.353,0.288469852,,8mm_base,mortar_table_salt,EWMA
0.353,0.287352343,,8mm_base,mortar_table_salt,EWMA
0.353,0.286699912,,8mm_base,mortar_table_salt,EWMA
0.353,0.292358646,,8mm_base,mortar_table_salt,EWMA
0.353,0.288273443,,8mm_base,mortar_table_salt,EWMA
0.353,0.290537438,,8mm_base,mortar_table_salt,EWMA
0.353,0.31387046,,8mm_base,mortar_table_salt,EWMA
0.353,0.311332095,,8mm_base,mortar_table_salt,EWMA
0.353,0.294850872,,8mm_base,mortar_table_salt,EWMA
0.353,0.293764449,,8mm_base,mortar_table_salt,EWMA
0.353,0.299628624,,8mm_base,mortar_table_salt,EWMA
0.353,0.299088528,,8mm_base,mortar_table_salt,EWMA
0.353,0.308617566,,8mm_base,mortar_table_salt,EWMA
0.353,0.316693264,,8mm_base,mortar_table_salt,EWMA
0.353,0.331797705,,8mm_base,mortar_table_salt,EWMA
0.353,0.322769407,,8mm_base,mortar_table_salt,EWMA
0.353,0.327740848,,8mm_base,mortar_table_salt,EWMA
0.353,0.334791221,,8mm_base,mortar_table_salt,EWMA
0.353,0.329816409,,8mm_base,mortar_table_salt,EWMA
0.353,0.329958727,,8mm_base,mortar_table_salt,EWMA
0.353,0.326576136,,8mm_base,mortar_table_salt,EWMA
0.353,0.334413861,,8mm_base,mortar_table_salt,EWMA
0.353,0.337207463,,8mm_base,mortar_table_salt,EWMA
0.353,0.331966639,,8mm_base,mortar_table_salt,EWMA
0.353,0.342032882,,8mm_base,mortar_table_salt,EWMA
0.353,0.337330156,,8mm_base,mortar_table_salt,EWMA
0.353,0.339109524,,8mm_base,mortar_table_salt,EWMA
0.353,0.336675262,,8mm_base,mortar_table_salt,EWMA
0.353,0.338200759,,8mm_base,mortar_table_salt,EWMA
0.353,0.339213612,,8mm_base,mortar_table_salt,EWMA
0.353,0.337180979,,8mm_base,mortar_table_salt,EWMA
0.353,0.34282688,,8mm_base,mortar_table_salt,EWMA
0.353,0.342868216,,8mm_base,mortar_table_salt,EWMA
0.353,0.34061814,,8mm_base,mortar_table_salt,EWMA
0.353,0.342493363,,8mm_base,mortar_table_salt,EWMA
0.353,0.353176199,,8mm_base,mortar_table_salt,EWMA
