desired_amount,measured_amount,# of steps,auger_type,powder_type,filter_type
3.53,0.2779,,8mm_base,grinded_table_salt,EWMA
3.53,0.2727,,8mm_base,grinded_table_salt,EWMA
3.53,0.2769,,8mm_base,grinded_table_salt,EWMA
3.53,0.2693,,8mm_base,grinded_table_salt,EWMA
3.53,0.2823,,8mm_base,grinded_table_salt,EWMA
3.53,0.2807,,8mm_base,grinded_table_salt,EWMA
3.53,0.2794,,8mm_base,grinded_table_salt,EWMA
3.53,0.2772,,8mm_base,grinded_table_salt,EWMA
3.53,0.2767,,8mm_base,grinded_table_salt,EWMA
3.53,0.2671,,8mm_base,grinded_table_salt,EWMA
3.53,0.284,,8mm_base,grinded_table_salt,EWMA
3.53,0.2761,,8mm_base,grinded_table_salt,EWMA
3.53,0.2873,,8mm_base,grinded_table_salt,EWMA
3.53,0.2729,,8mm_base,grinded_table_salt,EWMA
3.53,0.2899,,8mm_base,grinded_table_salt,EWMA
3.53,0.2702,,8mm_base,grinded_table_salt,EWMA
3.53,0.2767,,8mm_base,grinded_table_salt,EWMA
3.53,0.2754,,8mm_base,grinded_table_salt,EWMA
3.53,0.284,,8mm_base,grinded_table_salt,EWMA
3.53,0.2705,,8mm_base,grinded_table_salt,EWMA
3.53,0.2742,,8mm_base,grinded_table_salt,EWMA
3.53,0.2755,,8mm_base,grinded_table_salt,EWMA
3.53,0.2802,,8mm_base,grinded_table_salt,EWMA
3.53,0.27,,8mm_base,grinded_table_salt,EWMA
3.53,0.2727,,8mm_base,grinded_table_salt,EWMA
3.53,0.2806,,8mm_base,grinded_table_salt,EWMA
3.53,0.282,,8mm_base,grinded_table_salt,EWMA
3.53,0.2859,,8mm_base,grinded_table_salt,EWMA
3.53,0.2822,,8mm_base,grinded_table_salt,EWMA
3.53,0.2851,,8mm_base,grinded_table_salt,EWMA
3.53,0.2839,,8mm_base,grinded_table_salt,EWMA
3.53,0.283,,8mm_base,grinded_table_salt,EWMA
3.53,0.2948,,8mm_base,grinded_table_salt,EWMA
3.53,0.2806,,8mm_base,grinded_table_salt,EWMA
3.53,0.2879,,8mm_base,grinded_table_salt,EWMA
3.53,0.2926,,8mm_base,grinded_table_salt,EWMA
3.53,0.2873,,8mm_base,grinded_table_salt,EWMA
3.53,0.2976,,8mm_base,grinded_table_salt,EWMA
3.53,0.2876,,8mm_base,grinded_table_salt,EWMA
3.53,0.2867,,8mm_base,grinded_table_salt,EWMA
3.53,0.2957,,8mm_base,grinded_table_salt,EWMA
3.53,0.2943,,8mm_base,grinded_table_salt,EWMA
3.53,0.2851,,8mm_base,grinded_table_salt,EWMA
3.53,0.2945,,8mm_base,grinded_table_salt,EWMA
3.53,0.3018,,8mm_base,grinded_table_salt,EWMA
3.53,0.2977,,8mm_base,grinded_table_salt,EWMA
3.53,0.3207,,8mm_base,grinded_table_salt,EWMA
3.53,0.3145,,8mm_base,grinded_table_salt,EWMA
3.53,0.3021,,8mm_base,grinded_table_salt,EWMA
3.53,0.3139,,8mm_base,grinded_table_salt,EWMA
3.53,0.3207,,8mm_base,grinded_table_salt,EWMA
3.53,0.3297,,8mm_base,grinded_table_salt,EWMA
3.53,0.335,,8mm_base,grinded_table_salt,EWMA
3.53,0.3319,,8mm_base,grinded_table_salt,EWMA
3.53,0.3338,,8mm_base,grinded_table_salt,EWMA
3.53,0.3257,,8mm_base,grinded_table_salt,EWMA
3.53,0.3319,,8mm_base,grinded_table_salt,EWMA
3.53,0.3344,,8mm_base,grinded_table_salt,EWMA
3.53,0.3362,,8mm_base,grinded_table_salt,EWMA
3.53,0.344,,8mm_base,grinded_table_salt,EWMA
3.53,0.3314,,8mm_base,grinded_table_salt,EWMA
3.53,0.335,,8mm_base,grinded_table_salt,EWMA
3.53,0.3417,,8mm_base,grinded_table_salt,EWMA
3.53,0.3324,,8mm_base,grinded_table_salt,EWMA
3.53,0.3364,,8mm_base,grinded_table_salt,EWMA
3.53,0.3279,,8mm_base,grinded_table_salt,EWMA
3.53,0.3376,,8mm_base,grinded_table_salt,EWMA
3.53,0.3411,,8mm_base,grinded_table_salt,EWMA
3.53,0.3388,,8mm_base,grinded_table_salt,EWMA
3.53,0.345,,8mm_base,grinded_table_salt,EWMA
3.53,0.3409,,8mm_base,grinded_table_salt,EWMA
3.53,0.3472,,8mm_base,grinded_table_salt,EWMA
3.53,0.3555,,8mm_base,grinded_table_salt,EWMA
